,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Boxcox,VisSqrt
1295,FDV39,11.3,Low Fat,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2768.3964,52.45654514052891,0.08531419577069223
1296,FDP45,15.7,Regular,Snack Foods,252.9724,OUT017,2007,Small,Tier 2,Supermarket Type1,3020.0688,54.33403464355211,0.17549378906388682
1297,FDC56,7.72,Low Fat,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752,33.98784046827757,0.34859822145272057
1298,FDK38,6.65,Low Fat,Canned,149.7734,OUT017,2007,Small,Tier 2,Supermarket Type1,2375.5744,49.30351486575582,0.23149804534811952
1299,NCJ29,10.6,low fat,Health and Hygiene,84.4224,OUT013,1987,High,Tier 3,Supermarket Type1,852.224,32.364283147960464,0.1875197029647818
1300,NCF19,11.94125,Low Fat,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,15.107790943178928,0.24793317244773844
1301,FDG59,15.85,Low Fat,Starchy Foods,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,270.3148,19.862599517158856,0.2079095909283648
1302,FDE59,12.15,Low Fat,Starchy Foods,36.6532,OUT017,2007,Small,Tier 2,Supermarket Type1,251.6724,19.252532143660407,0.2502801290554246
1303,FDB04,11.35,Regular,Dairy,89.4856,OUT017,2007,Small,Tier 2,Supermarket Type1,1142.5128,36.54569870193274,0.2521585612268598
1304,NCK05,20.1,Low Fat,Health and Hygiene,60.8536,OUT013,1987,High,Tier 3,Supermarket Type1,1347.5792,39.116921097431685,0.2781902172974456
1305,FDR03,15.7,Regular,Meat,204.998,OUT017,2007,High,Tier 2,Supermarket Type1,5366.348,68.45393460728275,0.0937301979086783
1306,FDQ03,11.94125,Regular,Meat,238.0248,OUT019,1985,Small,Tier 1,Grocery Store,711.0744,30.007737539582422,0.36958475482627795
1307,FDC59,16.7,Regular,Starchy Foods,64.2168,OUT017,2007,Small,Tier 2,Supermarket Type1,1661.8368,42.62661642589601,0.23438836788543924
1308,DRB13,6.115,Regular,Soft Drinks,191.153,OUT017,2007,Small,Tier 2,Supermarket Type1,3415.554,57.099196106266355,0.08416760065488382
1309,NCE54,20.7,Low Fat,Household,73.9354,OUT017,2007,Small,Tier 2,Supermarket Type1,1655.1788,42.55670217849313,0.16447496162030256
1310,FDC10,9.8,reg,Snack Foods,118.6098,OUT035,2004,Small,Tier 2,Supermarket Type1,843.5686,32.22701046228017,0.2699331269036833
1311,FDA10,20.35,Low Fat,Snack Foods,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.5792,39.116921097431685,0.3765490632042523
1312,FDP23,11.94125,Low Fat,Breads,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822,58.97585022067998,0.1881874809863823
1313,FDJ41,6.85,Low Fat,Frozen Foods,260.0594,OUT013,1987,High,Tier 3,Supermarket Type1,6018.1662,71.66341219611398,0.1512092523624133
1314,FDL46,20.35,Low Fat,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1885.5456,44.882253715199184,0.23240469659626073
1315,FDX33,9.195,Regular,Snack Foods,158.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,48.197212580606575,0.34272819989023373
1316,NCL29,9.695,Low Fat,Health and Hygiene,158.8604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4436.8912,63.43209118828379,0.33781145628885945
1317,FDE16,11.94125,Low Fat,Frozen Foods,206.7954,OUT019,1985,Small,Tier 1,Grocery Store,833.5816,32.06753892477405,0.2147660215210963
1318,FDM57,11.65,Regular,Snack Foods,85.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608,47.623456164526246,0.27540727477682936
1319,FDZ36,6.035,Regular,Baking Goods,188.324,OUT013,1987,High,Tier 3,Supermarket Type1,1491.392,40.779342273183275,0.2563767520661731
1320,NCW42,18.2,Low Fat,Household,221.8456,OUT010,1998,High,Tier 3,Grocery Store,884.1824,32.863842870414196,0.3128339623506374
1321,NCI54,11.94125,LF,Household,110.4912,OUT019,1985,Small,Tier 1,Grocery Store,436.7648,24.42433494560616,0.24254398157859947
1322,DRK01,7.63,Low Fat,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.6104,38.8293993935278,0.24761473502196915
1323,FDX10,6.385,Regular,Snack Foods,33.2874,OUT045,2002,Medium,Tier 2,Supermarket Type1,141.1496,14.887530160675176,0.3520815459520706
1324,FDO46,9.6,Regular,Snack Foods,187.3872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2647.2208,51.51502827245004,0.11945875438828249
1325,FDD16,20.5,Low Fat,Frozen Foods,75.0696,OUT010,1998,Medium,Tier 3,Grocery Store,149.1392,15.262483553087137,0.24667313189725384
1326,NCI18,18.35,Low Fat,Household,225.4746,OUT017,2007,Medium,Tier 2,Supermarket Type1,1346.2476,39.10103051007197,0.11875754291833425
1327,DRI25,19.6,Low Fat,Soft Drinks,56.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,773.6596,31.085121769305132,0.1841234422880476
1328,FDY44,14.15,Regular,Fruits and Vegetables,197.211,OUT045,2002,Small,Tier 2,Supermarket Type1,3731.809,59.17171901057869,0.15637791404159349
1329,FDY33,11.94125,Regular,Snack Foods,159.0262,OUT027,1985,Medium,Tier 3,Supermarket Type3,5887.6694,71.03862828287639,0.31101515557927395
1330,DRH51,17.6,Low Fat,Dairy,89.8856,OUT035,2004,Small,Tier 2,Supermarket Type1,351.5424,22.25588500816737,0.31176624897509353
1331,FDT32,19.0,Regular,Fruits and Vegetables,188.4214,OUT017,2007,Small,Tier 2,Supermarket Type1,2826.321,52.897672047157315,0.25691474461385044
1332,FDI50,8.42,Regular,Canned,228.7352,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.9152,71.36163428432113,0.17575727011990144
1333,FDB60,9.3,Low Fat,Baking Goods,195.8136,OUT013,1987,High,Tier 3,Supermarket Type1,2332.9632,48.94272880562533,0.16881455505968673
1334,FDP09,19.75,LF,Snack Foods,213.2902,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804,62.33303869171242,0.1840745718452171
1335,FDA20,6.78,Low Fat,Fruits and Vegetables,185.324,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904,60.322556111737995,0.2580031860268396
1336,NCX05,11.94125,Low Fat,Health and Hygiene,116.2492,OUT019,1985,Small,Tier 1,Grocery Store,115.8492,13.605982385754208,0.4122416706253748
1337,FDJ26,15.3,Regular,Canned,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.4962,45.24829542209272,0.2911446238555677
1338,FDZ25,15.7,Regular,Canned,168.279,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696,61.3001804879959,0.16618377177089225
1339,FDZ58,17.85,Low Fat,Snack Foods,121.7072,OUT035,2004,Small,Tier 2,Supermarket Type1,2817.6656,52.83211190258014,0.22840095227472235
1340,NCG18,15.3,Low Fat,Household,104.0332,OUT010,1998,Medium,Tier 3,Grocery Store,205.0664,17.59440498212531,0.1961129699943377
1341,FDZ56,16.25,Low Fat,Fruits and Vegetables,166.9474,OUT045,2002,Medium,Tier 2,Supermarket Type1,2863.6058,53.17868331387849,0.16059008375363654
1342,FDH50,15.0,Regular,Canned,185.1266,OUT013,1987,High,Tier 3,Supermarket Type1,2213.1192,47.905778563330365,0.4016230782711571
1343,DRO35,13.85,Low Fat,Hard Drinks,116.1492,OUT045,2002,High,Tier 2,Supermarket Type1,1274.3412,38.22817007420304,0.18611949387423124
1344,FDS19,13.8,Regular,Fruits and Vegetables,77.3012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252,41.905223668672846,0.25358845005244224
1345,NCM06,7.475,Low Fat,Household,153.9656,OUT018,2009,Medium,Tier 3,Supermarket Type2,2625.9152,51.34676546475907,0.27574695102575475
1346,FDP52,18.7,Regular,Frozen Foods,228.601,OUT017,2007,Medium,Tier 2,Supermarket Type1,4823.721,65.59396286180537,0.2666300639462849
1347,FDK02,12.5,Low Fat,Canned,119.244,OUT010,1998,Medium,Tier 3,Grocery Store,119.844,13.819052632442883,0.4334063705115558
1348,FDG59,15.85,Low Fat,Starchy Foods,38.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,26.739858946845807,0.20792925239128812
1349,FDN20,11.94125,Low Fat,Fruits and Vegetables,169.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.185,62.116737702633046,0.16141594097238351
1350,FDO57,20.75,Low Fat,Snack Foods,161.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,4492.8184,63.75162903975544,0.3303831124618811
1351,NCJ30,5.82,Low Fat,Household,168.379,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.453,37.14494228707113,0.28394582229714177
1352,FDQ31,5.785,Regular,Fruits and Vegetables,89.8856,OUT010,1998,Small,Tier 3,Grocery Store,175.7712,16.429862681819646,0.3002152561080133
1353,FDC05,13.1,Regular,Frozen Foods,195.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,4138.6128,61.68462784887378,0.3145443831957582
1354,NCA41,16.75,Low Fat,Health and Hygiene,192.1162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,59.90797552575222,0.18050082271280649
1355,FDK15,11.94125,Low Fat,Meat,98.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21,66.33122832293977,0.3129492802356318
1356,FDT21,7.42,Low Fat,Snack Foods,248.9092,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0828,48.150762348611785,0.14280001750700172
1357,FDQ46,7.51,Low Fat,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,671.1264,29.289238852542365,0.3222002932959559
1358,FDS01,11.94125,Low Fat,Canned,179.6686,OUT019,1985,Small,Tier 1,Grocery Store,177.7686,16.512895936871804,0.17626458237547327
1359,FDW34,11.94125,Low Fat,Snack Foods,242.417,OUT019,1985,Small,Tier 1,Grocery Store,486.034,25.560622845560438,0.24958860751244236
1360,FDX07,19.2,Regular,Fruits and Vegetables,181.195,OUT035,2004,Small,Tier 2,Supermarket Type1,2380.235,49.34273379234773,0.151375288604184
1361,FDN13,18.6,Low Fat,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1,201.0716,17.441905905517107,0.38994651043444406
1362,NCP02,7.105,Low Fat,Household,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182,28.932522370091753,0.21211151312458265
1363,FDT48,4.92,Low Fat,Baking Goods,199.8084,OUT017,2007,Medium,Tier 2,Supermarket Type1,3968.168,60.65111108156203,0.21497667547899238
1364,FDZ49,11.0,Regular,Canned,221.5798,OUT035,2004,Small,Tier 2,Supermarket Type1,4187.2162,61.97453227194765,0.3648567390086142
1365,FDB17,13.15,Low Fat,Frozen Foods,181.3976,OUT017,2007,Small,Tier 2,Supermarket Type1,3078.6592,54.75719307389494,0.1920404618823856
1366,FDP48,7.52,Regular,Baking Goods,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28,63.18696848334642,0.21024401299442513
1367,FDI53,8.895,Regular,Frozen Foods,162.1236,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776,50.96508172667906,0.3712936236996267
1368,FDW02,4.805,Regular,Dairy,126.7704,OUT013,1987,High,Tier 3,Supermarket Type1,2628.5784,51.36784408992642,0.1940825880907404
1369,FDV32,7.785,Low Fat,Fruits and Vegetables,62.751,OUT018,2009,Medium,Tier 3,Supermarket Type2,1707.777,43.10439717005533,0.2984455528232914
1370,FDG38,8.975,Regular,Canned,86.0224,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.336,38.2774450530755,0.2302767856298155
1371,NCB31,11.94125,Low Fat,Household,262.891,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,69.24529153834308,0.3436563297831134
1372,FDO48,15.0,Regular,Baking Goods,220.9456,OUT018,2009,Medium,Tier 3,Supermarket Type2,1768.3648,43.722587062283324,0.16416486834886446
1373,FDF56,16.7,Regular,Fruits and Vegetables,180.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592,54.75719307389494,0.3454892357223304
1374,FDL57,15.1,Regular,Snack Foods,257.3304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.956,60.07433269835077,0.25951888948591006
1375,FDE33,19.35,reg,Fruits and Vegetables,78.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,1492.7236,40.79426417849012,0.22296361810842594
1376,FDV52,20.7,Regular,Frozen Foods,119.7466,OUT017,2007,Medium,Tier 2,Supermarket Type1,4006.7844,60.88762216975503,0.3495827384182463
1377,FDR46,11.94125,Low Fat,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948,56.78393304194849,0.3724815673291767
1378,DRE12,4.59,Low Fat,Soft Drinks,114.586,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046,37.86388521140622,0.26604615764938233
1379,FDD57,18.1,Low Fat,Fruits and Vegetables,95.5094,OUT010,1998,Small,Tier 3,Grocery Store,95.2094,12.426021653894594,0.19362934953152117
1380,NCS41,12.85,Low Fat,Health and Hygiene,185.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2388.8904,49.41544391815896,0.23135925527196874
1381,NCY41,16.75,low fat,Health and Hygiene,34.0532,OUT017,2007,Medium,Tier 2,Supermarket Type1,575.2512,27.45011445539822,0.2759782835659357
1382,FDV22,14.85,Regular,Snack Foods,154.463,OUT017,2007,Medium,Tier 2,Supermarket Type1,3755.112,59.32008876230895,0.09997500687671894
1383,FDF12,8.235,Low Fat,Baking Goods,149.1076,OUT045,2002,Medium,Tier 2,Supermarket Type1,1182.4608,37.067597002472866,0.2873934933153498
1384,FDM13,6.425,Low Fat,Breakfast,131.3626,OUT013,1987,High,Tier 3,Supermarket Type1,262.3252,19.60441319725657,0.2512424187910951
1385,FDQ56,6.59,Low Fat,Fruits and Vegetables,83.4908,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,39.053300709707834,0.3249574064396748
1386,FDW55,11.94125,Regular,Fruits and Vegetables,247.0092,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.2024,69.02109031811477,0.14786313265990275
1387,NCT29,11.94125,Low Fat,Health and Hygiene,123.0414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732,64.52504645238142,0.25258714535779525
1388,NCX42,6.36,Low Fat,Household,163.0526,OUT017,2007,Medium,Tier 2,Supermarket Type1,1644.526,42.44447896014962,0.07753975109580892
1389,FDR24,17.35,Regular,Baking Goods,89.383,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.362,38.03011506676801,0.2514104174452602
1390,NCS42,8.6,Low Fat,Household,90.5146,OUT017,2007,Medium,Tier 2,Supermarket Type1,729.7168,30.334554002204534,0.264214146101226
1391,FDL40,17.7,Low Fat,Frozen Foods,96.541,OUT018,2009,Medium,Tier 3,Supermarket Type2,2220.443,47.97012400324557,0.10798362375841995
1392,FDD47,7.6,Regular,Starchy Foods,171.9448,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856,59.286225674715666,0.3773735218586487
1393,DRE03,19.6,Low Fat,Dairy,48.7718,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359,18.73028040525765,0.15564993414711104
1394,NCM18,11.94125,Low Fat,Household,61.3194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.3402,46.37588873609831,0.2871248944274947
1395,FDF52,9.3,Low Fat,Frozen Foods,184.2292,OUT045,2002,Medium,Tier 2,Supermarket Type1,1641.8628,42.41635339087511,0.25868654970832944
1396,NCG43,20.2,Low Fat,Household,91.4462,OUT045,2002,Medium,Tier 2,Supermarket Type1,1943.4702,45.43916793239377,0.27274531526682544
1397,FDE20,11.35,Regular,Fruits and Vegetables,171.179,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.591,66.1346620312239,0.07436743911148212
1398,FDI33,16.5,Low Fat,Snack Foods,90.3146,OUT017,2007,Small,Tier 2,Supermarket Type1,2554.0088,50.77260290442478,0.16905491711275364
1399,NCT06,17.1,Low Fat,Household,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,2320.9788,48.84052906924932,0.1967366691798964
1400,FDZ33,10.195,Low Fat,Snack Foods,148.7076,OUT017,2007,Small,Tier 2,Supermarket Type1,1330.2684,38.90958532009353,0.3286404296491836
1401,FDJ55,12.8,Regular,Meat,223.2404,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.4444,50.133802684403804,0.15371014280131287
1402,FDE45,11.94125,Low Fat,Fruits and Vegetables,180.4002,OUT019,1985,Small,Tier 1,Grocery Store,716.4008,30.101645658107827,0.2658203321794629
1403,FDD44,8.05,Regular,Fruits and Vegetables,258.5646,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,54.85267374617073,0.2805705526244691
1404,FDD10,20.6,reg,Snack Foods,178.0344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096,42.03388221632849,0.21496082201182615
1405,FDA39,6.32,Low Fat,Meat,39.9822,OUT018,2009,Medium,Tier 3,Supermarket Type2,78.5644,11.353762006968374,0.11300333180928782
1406,FDB36,5.465,Regular,Baking Goods,131.2626,OUT013,1987,High,Tier 3,Supermarket Type1,3410.2276,57.063300389285835,0.22019718663052895
1407,FDK52,18.25,Low Fat,Frozen Foods,226.2062,OUT010,1998,High,Tier 3,Grocery Store,677.1186,29.39865906331558,0.3641374754127897
1408,FDJ36,14.5,Regular,Baking Goods,102.0332,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664,46.443463588004434,0.35841244537543615
1409,NCB55,15.7,Low Fat,Household,57.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868,32.00342158513571,0.4016434924158488
1410,NCK18,9.6,Low Fat,Household,166.9184,OUT010,1998,Medium,Tier 3,Grocery Store,660.4736,29.093221786513993,0.10588319507835037
1411,FDX27,20.7,reg,Dairy,94.9436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1229.0668,37.66296063441614,0.33807471363590624
1412,FDB08,6.055,Low Fat,Fruits and Vegetables,159.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826,52.14385567256572,0.17636143852894828
1413,FDX43,5.655,LF,Fruits and Vegetables,165.05,OUT046,1997,Small,Tier 1,Supermarket Type1,2330.3,48.92004568714349,0.29201881446235617
1414,FDA20,6.78,Low Fat,Fruits and Vegetables,186.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,1304.968,38.603551473670755,0.25863578832017814
1415,FDC04,11.94125,Low Fat,Dairy,241.3854,OUT019,1985,Small,Tier 1,Grocery Store,483.3708,25.50106193567724,0.2806493523954759
1416,FDG17,6.865,Regular,Frozen Foods,244.4486,OUT017,2007,Small,Tier 2,Supermarket Type1,4153.9262,61.776192314280415,0.18984978008941703
1417,FDU58,6.61,Regular,Snack Foods,188.4898,OUT010,1998,Small,Tier 3,Grocery Store,187.0898,16.892991025463292,0.22036261025863713
1418,FDP24,11.94125,Low Fat,Baking Goods,120.9756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.6192,60.09092972096036,0.28740585762993764
1419,NCT29,12.6,Low Fat,Health and Hygiene,121.9414,OUT045,2002,Medium,Tier 2,Supermarket Type1,1462.0968,40.448967003428805,0.2534575763318193
1420,FDB08,6.055,Low Fat,Fruits and Vegetables,160.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1765.0358,43.688961616072774,0.17672028463082556
1421,NCB43,20.2,Low Fat,Household,188.3898,OUT045,2002,Medium,Tier 2,Supermarket Type1,3554.7062,58.025038185633974,0.3164094515023216
1422,DRK49,14.15,Low Fat,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518,24.66079783287523,0.18958828286579316
1423,FDR37,16.5,Regular,Breakfast,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,3101.2964,54.91935994477578,0.25728276273392275
1424,FDG56,13.3,Regular,Fruits and Vegetables,61.0536,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616,45.01120072828162,0.2672808466763004
1425,FDE34,9.195,Low Fat,Snack Foods,181.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.9556,72.42656343019347,0.32872350235418213
1426,FDE16,11.94125,Low Fat,Frozen Foods,207.5954,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528,74.65974917942994,0.16191400186518767
1427,FDT58,9.0,Low Fat,Snack Foods,168.6816,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528,39.053300709707834,0.2931526274826818
1428,FDR03,15.7,Regular,Meat,207.898,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97,54.881268653422666,0.09345739136098333
1429,NCL30,18.1,Low Fat,Household,128.7336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.1712,47.55247888789712,0.22139674116842822
1430,FDT22,11.94125,Low Fat,Snack Foods,59.822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,42.793711224182275,0.3339975763385118
1431,FDP45,15.7,Regular,Snack Foods,253.1724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204,68.03750231476407,0.17513553894055883
1432,FDS15,9.195,Regular,Meat,107.1596,OUT013,1987,High,Tier 3,Supermarket Type1,2804.3496,52.73100801494561,0.27927699690450697
1433,FDF16,11.94125,Low Fat,Frozen Foods,146.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912,43.77630695260509,0.29277170799105573
1434,FDL13,13.85,Regular,Breakfast,234.93,OUT045,2002,Medium,Tier 2,Supermarket Type1,4660.6,64.69582166715368,0.2375558544847927
1435,NCV30,20.2,Low Fat,Household,61.451,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.502,14.16467702513099,0.25729490278666617
1436,FDO10,13.65,reg,Snack Foods,55.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.2464,42.00534255668682,0.11292342538198175
1437,FDQ03,15.0,Regular,Meat,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232,47.195164897839426,0.27919407945012015
1438,NCC55,10.695,Low Fat,Household,36.0848,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848,22.825888381216892,0.2530274313192149
1439,FDD52,11.94125,Regular,Dairy,109.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569,44.707284350370585,0.4270916365371722
1440,FDI16,14.0,Regular,Frozen Foods,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584,21.359583347037603,0.36922729314068864
1441,FDB44,6.655,Low Fat,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172,62.17584314656619,0.13022608033723507
1442,FDA25,16.5,Regular,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,35.04059720564782,0.2610091109520892
1443,FDV33,9.6,Regular,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128,44.12309299941442,0.1653590336207853
1444,FDX47,6.55,Regular,Breads,155.8288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016,35.976492545969215,0.18616697881203315
1445,FDV57,15.25,Regular,Snack Foods,179.866,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,51.90097399280524,0.2565964126795229
